,transcription,SNR_25_model_no_train,SNR_25_model2_5k,SNR_25_model3_5k,SNR_25_model10k,SNR_25_model15k,SNR_50_model2_5k,SNR_50_model3_5k,SNR_50_model10k,SNR_50_model15k,SNR_50_model35k,SNR_10_model2_5k,SNR_10_model3_5k,SNR_10_model10k,SNR_10_model15k,SNR_10_model35k,SNR_25_whisper_medium,WER_SNR__model_no_train,WER_SNR__model2_5k,WER_SNR__model3_5k,WER_SNR__model10k,WER_SNR__model15k,WER_SNR__whisper_medium
2305,tylko herhor był obojętny patrokles zniecierpliwiony a nitager kiedy niekiedy mącił uroczystą ciszę swoim potężnym głosem za każdym tak nieprzyzwoitem odezwaniem się starego wodza dworacy poruszali się niby spłoszone owce," Only Herrhor was indifferent, Patroclus impatient, and Nittager, sometimes, was humming his powerful voice with a charming silence. Behind every so unsuitable call of the old leader, the courtiers moved like sheep.",tylko herhor był obojętny patrokles niecierpliwiony ani tager kiedy niekiedy mącił uroczystą ciszę swoim potężnym głosem za każdym tak nieprzyzwoitem odezwaniem się starego wodza dworacy poruszali się niby spłoszone owce,tylko herhor był obojętny patroklas zniecierpliwiony ani tager kiedy niekiedy mącił uroczystą ciszę swoim potężnym głosem za każdym tak nieprzyzwoitem odezwaniem się starego wodza adworacy poruszali się niby spłoszone owce,tylko herhor był obojętny patrokles zniecierpliwiony ani tager kiedy niekiedy mącił uroczystą ciszę swoim potężnym głosem za każdym tak nieprzyzwoitem odezwaniem się starego wodza dworacy poruszali się niby spłoszone owce,tylko herhor był obojętny patrokles zniecierpliwiony ani tager kiedy niekiedy mącił uroczystą ciszę swoim potężnym głosem za każdym tak nieprzyzwoitem odezwaniem się starego wodza dworacy poruszali się niby spłoszone owce,tylko herhor był obojętny patrokles niecierpliwiony ani tager kiedy niekiedy mącił uroczystą ciszę swoim potężnym głosem za każdym tak nieprzyzwoitem odezwaniem się starego wodza dworacy poruszali się niby spłoszone owce,tylko herhor był obojętny patroklas zniecierpliwiony ani tager kiedy niekiedy mącił uroczystą ciszę swoim potężnym głosem za każdym tak nieprzyzwoitem odezwaniem się starego wodza dworacy poruszali się niby spłoszone owce,tylko herhor był obojętny patrokles zniecierpliwiony ani tager kiedy niekiedy mącił uroczystą ciszę swoim potężnym głosem za każdym tak nieprzyzwoitem odezwaniem się starego wodza dworacy poruszali się niby spłoszone owce,tylko herhor był obojętny patrokles zniecierpliwiony ani tager kiedy niekiedy mącił uroczystą ciszę swoim potężnym głosem za każdym tak nieprzyzwoitem odezwaniem się starego wodza dworacy poruszali się niby spłoszone owce,tylko herhor był obojętny patrokles zniecierpliwiony ani tager kiedy niekiedy mącił uroczystą ciszę swoim potężnym głosem za każdym tak nieprzyzwoitym odezwaniem się starego wodza dworacy poruszali się niby spłoszone owce,tylko herhor był obojętny patrokles niecierpliwiony ani tager kiedy niekiedy mącił uroczystą ciszę swoim potężnym głosem za każdym tak nieprzyzwoitem odezwaniem się starego wodza dworacy poruszali się niby spłoszone owce,tylko herhor był obojętny patroklas zniecierpliwiony ani tager kiedy niekiedy mącił uroczystą ciszę swoim potężnym głosem za każdym tak nieprzyzwoitem odezwaniem się starego wodza adworacy poruszali się niby spłoszone owce,tylko herhor był obojętny patrokles zniecierpliwiony ani tager kiedy niekiedy mącił uroczystą ciszę swoim potężnym głosem za każdym tak nieprzyzwoitem odezwaniem się starego wodza dworacy poruszali się niby spłoszone owce,tylko herhor był obojętny patrokles zniecierpliwiony ani tager kiedy niekiedy mącił uroczystą ciszę swoim potężnym głosem za każdym tak nieprzyzwoitym odezwaniem się starego wodza dworacy poruszali się niby spłoszone owce,tylko herhor był obojętny patrokles zniecierpliwiony ani tager kiedy niekiedy mącił uroczystą ciszę swoim potężnym głosem za każdym tak nieprzyzwoitym odezwaniem się starego wodza dworacy poruszali się niby spłoszone owce," Tylko Herrhorr był obojętny, Patroklas niecierpliwiony, a Nitager, kiedy niekiedy, mącił uroczystą ciszą swoim potężnym głosem. Za każdym tak nieprzyzwoitym odezwaniem się starego wodza dworacy poruszali się, niby spłoszone owce.",106.66666666666667,10.0,13.333333333333334,6.666666666666667,6.666666666666667,43.333333333333336
2306,Urlop ojcowski i rodzicielski zostaną uregulowane w osobnej dyrektywie, The family and family visits will be regulated in a personal directive.,Urlop ojcowski i rodzicielski zostaną uregulowane w osobnej dyrektywie,Urlop ojcowski i rodzicielski zostaną uregulowane w osobnej dyrektywie,Uwlok ojcowski i rodzicielski zostaną uregulowane w osobnej dyrektywie,Urzutki rodzicielskie zostaną uregulowane w osobnej dyrektywie,Urlop ojcowski i rodzicielski zostaną uregulowane w osobnej dyrektywie,Urlop ojcowski i rodzicielski zostaną uregulowane w osobnej dyrektywie,Uroplok ojcowski i rodzicielski zostaną uregulowane w osobnej dyrektywie,Urzutki rodzicielskie zostaną uregulowane w osobnej dyrektywie,Uródlów ojcowski i rodzicielski zostaną uregulowane w osobnej dyrektywie,Urlop ojcowski i rodzicielski zostaną uregulowane w osobnej dyrektywie,Ugłosy ulicowskie i rodzicielskie zostaną uregulowane w osobnej dyrektywie,Ugłow ojcowski i rodzicielski zostaną uregulowane w osobnej dyrektywie,Urok ojcowski i rodzicielski zostaną uregulowane w osobnej dyrektywie,Urlop ojcowski i rodzicielski zostaną uregulowane w osobnej dyrektywie, Urlaub ojcowski i rodzicielski zostaną uregulowane w osobnej dyrektywie.,133.33333333333331,0.0,0.0,11.11111111111111,44.44444444444444,22.22222222222222
2307,"Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa.", She spoke so quietly that I could barely hear her words.,"Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa.","Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa.","Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa.","Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa.","Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa.","Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa.","Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa.","Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa.","Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa.","Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa.","Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa.","Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa.","Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa.","Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa."," Chwilami mówiła tak cicho, że zaledwie mogłem dosłyszeć jej słowa.",110.00000000000001,0.0,0.0,0.0,0.0,0.0
2308,uwzględnienie lub wykluczenie blisko spokrewnionych dialektów wpływa na ustalenie ogólnej liczby rodzimych użytkowników danego języka, Uwzględnienie lub wykluczenie blisko spokrewnionych dialektów wpływa na ustalenie ogólnej liczby rodzimych użytkowników danego języka.,uwzględnienie lub wykluczenie blisko spokrewnionych dialogów wpływa na ustalenie ogólnej liczby rodzimyych użytkowników danego języka,uwzględnienie lub wykluczenie blisko spokrewnionych dialogów wpływa na ustalenie ogólne liczby rodzimych użytkowników danego języka,uwzględnienie lub wykluczenie blisko spokrewnionych dialogów wpływa na ustalenie ogólnej liczby rodzimych użytkowników danego języka,ubzględnienie lub wytruczenie blisko spokrewnionych dialectów wpływa na ustalenie ogólnej liczby rodzimych użytkowników danego języka,uwzględnienie lub wykluczenie blisko spokrewnionych dialogów wpływa na ustalenie ogólnej liczby rodzimyych użytkowników danego języka,uwzględnienie lub wykluczenie blisko spokrewnionych dialogów wpływa na ustalenie ogólne liczby rodzimych użytkowników danego języka,uwzględnienie lub wykluczenie blisko spokrewnionych dialogów wpływa na ustalenie ogólnej liczby rodzimych użytkowników danego języka,ubzględnienie lub wytruczenie blisko spokrewnionych dialectów wpływa na ustalenie ogólnej liczby rodzimych użytkowników danego języka,uwzględnienie lub wykluczenie blisko spokrewnionych dialektów wpływa na ustalenie ogólnej liczby rodzimych użytkowników danego języka,uwzględnienie lub wykluczenie blisko spokrewnionych dialektów wpływa na ustalenie ogólnej liczby rodzimyych użytkowników danego języka,uwzględnienie lub wykluczenie blisko spokrewnionych dialogów wpływa na ustalenie ogólne liczby rodzimych użytkowników danego języka,uwzględnienie lub wykluczenie blisko spokrewnionych dialogów wpływa na ustalenie ogólnej liczby rodzimych użytkowników danego języka,ubzględnienie lub wytruczenie blisko spokrewnionych dialectów wpływa na ustalenie ogólnej liczby rodzimych użytkowników danego języka,uwzględnienie lub wykluczenie blisko spokrewnionych dialektów wpływa na ustalenie ogólnej liczby rodzimych użytkowników danego języka, Uwzględnienie lub wykluczenie blisko spokrewnionych dialektów wpływa na ustalenie ogólnej liczby rodzimych użytkowników danego języka.,13.333333333333334,13.333333333333334,13.333333333333334,6.666666666666667,20.0,13.333333333333334
2309,dopiero w przedpokoju gdy złożono go na ławce a jeden z obecnych zawołał ażeby oblać go wodą chory nagle zerwał się i rzekł groźnie no no tylko bez głupich żartów poczem natychmiast sam ubrał się w palto energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę," Only in the front room, when he was laid on the bench, and one of the present called to pour him water, the sick suddenly broke down and said in a threatening, no, no, only without stupid jokes. Poczemy immediately dressed himself in a coat, energetically pulled on the not too whole pants and left the court room with a slight step.",dopiero w przedpokoju gdy złożono go na ławce a jeden z obecnych zawołał żeby oblać go wodą chory nagle zerwał się i rzek groźnie no no tylko bez głupich żartów poczemy natychmiast sam ubrał się w palto energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę,dopiero w przedpokoju gdy złożono go na ławce a jeden z obecnych zawołał żeby oblać go wodą chory nagle zerwał się i rzek groźnie no no tylko bez głupich żartów poczemy natychmiast sam ubrał się w palto energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę,dopiero w przedpokoju gdy złożono go na ławce a jeden z obecnych zawołał żeby oblać go wodą chory nagle zerwał się i rzekł groźnie no no tylko bez głupich żartów poczem natychmiast sam ubrał się w palto energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę,dopiero w przedpokoju gdy złożono go na ławce a jeden z obecnych zawołał żeby oblać go wodą chory nagle zerwał się i rzekł groźnie no no tylko bez głupich żartów poczem natychmiast sam ubrał się w palto energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę,dopiero w przedpokoju gdy złożono go na ławce a jeden z obecnych zawołał żeby oblać go wodą chory nagle zerwał się i rzek groźnie no no tylko bez głupich żartów poczemy natychmiast sam ubrał się w palto energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę,dopiero w przedpokoju gdy złożono go na ławce a jeden z obecnych zawołał żeby oblać go wodą chory nagle zerwał się i rzek groźnie no no tylko bez głupich żartów poczemy natychmiast sam ubrał się w palto energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę,dopiero w przedpokoju gdy złożono go na ławce a jeden z obecnych zawołał żeby oblać go wodą chory nagle zerwał się i rzekł groźnie no no tylko bez głupich żartów poczem natychmiast sam ubrał się w palto energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę,dopiero w przedpokoju gdy złożono go na ławce a jeden z obecnych zawołał żeby oblać go wodą chory nagle zerwał się i rzekł groźnie no no tylko bez głupich żartów poczem natychmiast sam ubrał się w palto energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę,dopiero w przedpokoju gdy złożono go na ławce a jeden z obecnych zawołał żeby oblać go wodą chory nagle zerwał się i rzekł groźnie no no tylko bez głupich żartów poczem natychmiast sam ubrał się w palto energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę,dopiero w przedpokoju gdy złożono go na ławce a jeden z obecnych zawołał żeby oblać go wodą chory nagle zerwał się i rzek groźnie no no tylko bez głupich żartów poczemy natychmiast sam ubrał się w palto energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę,dopiero w przedpokoju gdy złożono go na ławce a jeden z obecnych zawołał żeby oblać go wodą chory nagle zerwał się i rzek groźnie no no tylko bez głupich żartów poczemy natychmiast sam ubrał się w palto energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę,dopiero w przedpokoju gdy złożono go na ławce a jeden z obecnych zawołał żeby oblać go wodą chory nagle zerwał się i rzekł groźnie no no tylko bez głupich żartów poczem natychmiast sam ubrał się w palto energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę,dopiero w przedpokoju gdy złożono go na ławce a jeden z obecnych zawołał żeby oblać go wodą chory nagle zerwał się i rzekł groźnie no no tylko bez głupich żartów poczem natychmiast sam ubrał się w palto energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę,dopiero w przedpokoju gdy złożono go na ławce a jeden z obecnych zawołał żeby oblać go wodą chory nagle zerwał się i rzekł groźnie no no tylko bez głupich żartów poczem natychmiast sam ubrał się w palto energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę," Dopiero w przedpokoju, gdy złożono go na ławce, a jeden z obecnych zawołał, żeby oblać go wodą, chory nagle zerwał się i rzek groźnie, no no, tylko bez głupich żartów. Poczemu natychmiast sam ubrał się w palto, energicznie naciągnął niezbyt całe kalosze i lekkim krokiem opuścił sądową salę.",129.16666666666669,6.25,6.25,2.083333333333333,2.083333333333333,27.083333333333332
2310,utrzymującą dosyć niedostatecznie równowagę grubych kortowych spodni których przynajmniej część niezawieszona świadczyła nieustannie że prawo powszechnego ciążenia nigdy nie pozostaje w spoczynku," which kept the balance of thick, cordless trousers, which at least some of the unhung ones, consistently proved that the law of common weight never stays in rest.",utrzymującą dosyć niedostatecznie równowagę grubych kortowych spodni których przynajmniej część niezawieszona świadczyła nieustannie że prawo powszechnego ciężenia nigdy nie pozostaje w spoczynku,utrzymującą dosyć niedostatecznie równowagę grubych kortowych spodni których przynajmniej część niezawieszona świadczyła nieustannie że prawo powszechnego ciężenia nigdy nie pozostaje w spoczynku,utrzymującą dosyć niedostatecznie równowagę grubych kortowych spodni których przyna mnie część niezawieszona świadczyła nieustannie że prawo powszechnego ciężenia nigdy nie pozostaje w spoczynku,utrzymującą dosyć niedostatecznie równowagę grubych kortowych spodni których przynajmniej część niezawieszona świadczyła nieustannie że prawo powszechnego ciążenia nigdy nie pozostaje w spoczynku,utrzymującą dosyć niedostatecznie równowagę grubych kortowych spodni których przynajmniej część niezawieszona świadczyła nieustannie że prawo powszechnego ciężenia nigdy nie pozostaje w spoczynku,utrzymującą dosyć niedostatecznie równowagę grubych kortowych spodni których przynajmniej część niezawieszona świadczyła nieustannie że prawo powszechnego ciężenia nigdy nie pozostaje w spoczynku,utrzymującą dosyć niedostatecznie równowagę grubych kortowych spodni których przyna mnie część niezawieszona świadczyła nieustannie że prawo powszechnego ciężenia nigdy nie pozostaje w spoczynku,utrzymującą dosyć niedostatecznie równowagę grubych kortowych spodni których przynajmniej część niezawieszona świadczyła nieustannie że prawo powszechnego ciążenia nigdy nie pozostaje w spoczynku,utrzymującą dosyć niedostatecznie równowagę grubych kortowych spodni których przynajmniej część niezawieszona świadczyła nieustannie że prawo powszechnego ciężenia nigdy nie pozostaje w spoczynku,utrzymującą dosyć niedostatecznie równowagę grubych kortowych spodni których przynajmniej część niezawieszona świadczyła nieustannie że prawo powszechnego ciężenia nigdy nie pozostaje w spoczynku,utrzymującą dosyć niedostatecznie równowagę grubych kwartowych spodni których przynajmniej część niezawieszona świadczyła nieustannie że prawo powszechnego ciężenia nigdy nie pozostaje w spoczynku,utrzymującą dosyć niedostatecznie równowagę grubych kortowych spodni których przyna mnie część niezawieszona świadczyła nieustannie że prawo powszechnego ciężenia nigdy nie pozostaje w spoczynku,utrzymującą dosyć niedostatecznie równowagę grubych kortowych spodni których przynajmniej część niezawieszona świadczyła nieustannie że prawo powszechnego ciążenia nigdy nie pozostaje w spoczynku,utrzymującą dosyć niedostatecznie równowagę grubych kortowych spodni których przynajmniej część niezawieszona świadczyła nieustannie że prawo powszechnego ciężenia nigdy nie pozostaje w spoczynku," utrzymującą dosyć niedostatecznie równowagę grubych kortowych spodni, których przynajmniej część niezawieszona świadczyła nieustannie, że prawo powszechnego ciężenia nigdy nie pozostaje w spoczynku.",127.27272727272727,4.545454545454546,4.545454545454546,13.636363636363635,0.0,18.181818181818183
2311,na przykład oktadekan będący węglowodorem stałym jest degradowany szybciej," For example, octadecane, which is a solid carbon, is degraded faster.",na przykład oktadekan będący węglowodorem stałym jest degradowany szybciej,np. oktadekan będący węglowodorem stałym jest degradowany szybciej,na przykład oktadekan będący węglowodorem stałym jest degradowany szybciej,na przykład oktadekan będący węglowodorem stałym jest degradowany szybciej,na przykład oktadekan będący węglowodorem stałym jest degradowany szybciej,np. oktadekan będący węglowodorem stałym jest degradowany szybciej,na przykład oktadekan będący węglowodorem stałym jest degradowany szybciej,na przykład oktadekan będący węglowodorem stałym jest degradowany szybciej,na przykład oktadekan będący węglowodorem stałym jest degradowany szybciej,na przykład oktadekan będący węglowodorem stałym jest degradowany szybciej,np. oktadekan będący węglowodorem stałym jest degradowany szybciej,na przykład oktadekan będący węglowodorem stałym jest degradowany szybciej,na przykład oktadekan będący węglowodorem stałym jest degradowany szybciej,na przykład oktadekan będący węglowodorem stałym jest degradowany szybciej, Na przykład oktadekan będący węglowodorem stałym jest degradowany szybciej.,122.22222222222223,0.0,22.22222222222222,0.0,0.0,22.22222222222222
2312,poprzednie słowo, POPRZEDNIE SŁOWO,poprzednie słowo,poprzednie słowo,poprzednie słowo,poprzednie słowo,poprzednie słowo,poprzednie słowo,poprzednie słowo,poprzednie słowo,poprzednie słowo,poprzednie słowo,poprzednie słowo,poprzednie słowo,poprzednie słowo,poprzednie słowo, Poprzednie słowo.,100.0,0.0,0.0,0.0,0.0,100.0
2313,"To najważniejsza gospodarka na Bałkanach, a bez Bałkanów Europa nie stanie się jedną całością"," It is the most important economy in the Balkans, and without Balkans, Europe will not become one.","To najważniejsza gospodarka na Bałkanach, a bez Bałkanów Europa nie stanie się jedną całością","To najważniejsza gospodarka na Bałkanach, a bez Bałkanów Europa nie stanie się jedną całością","To najważniejsza gospodarka na Bałkanach, a bez Bałkanu w Europa nie stanie się jedną całością","To najważniejsza gospodarka na Bałkanach, a bez Bałkanu w Europa nie stanie się jedną całością","To najważniejsza gospodarka na Bałkanach, a bez Bałkanów Europa nie stanie się jedną całością","To najważniejsza gospodarka na Bałkanach, a bez Bałkanów Europa nie stanie się jedną całością","To najważniejsza gospodarka na Bałkanach, a bez Bałkanu w Europa nie stanie się jedną całością","To najważniejsza gospodarka na Bałkanach, a bez Bałkanu w Europa nie stanie się jedną całością","To najważniejsza gospodarka na Bałkanach, a bez Bałkanu w Europa nie stanie się jedną całością","To najważniejsza gospodarka na Bałkanach, a bez Bałkanów Europa nie stanie się jedną całością","To najważniejsza gospodarka na Bałkanach, a bez Bałkanów Europa nie stanie się jedną całością","To najważniejsza gospodarka na Bałkanach, a bez Bałkanów Europa nie stanie się jedną całością","To najważniejsza gospodarka na Bałkanach, a bez Bałkanu w Europa nie stanie się jedną całością","To najważniejsza gospodarka na Bałkanach, a bez Bałkanów Europa nie stanie się jedną samością"," To najważniejsza gospodarka na Bałkanach, a bez Bałkanów Europa nie stanie się jedną całością.",121.42857142857142,0.0,0.0,14.285714285714285,14.285714285714285,7.142857142857142
2314,Te dwa państwa mają wiele spraw do rozwiązania, These two countries have many things to solve.,Te dwa państwa mają wiele spraw do rozwiązania,Te dwa państwa mają wiele spraw do rozwiązania,Te dwa państwa mają wiele spraw do rozwiązania,Te dwa państwa mają wiele spraw do rozwiązania,Te dwa państwa mają wiele spraw do rozwiązania,Te dwa państwa mają wiele spraw do rozwiązania,Te dwa państwa mają wiele spraw do rozwiązania,Te dwa państwa mają wiele spraw do rozwiązania,Te dwa państwa mają wiele spraw do rozwiązania,Te dwa państwa mają wiele spraw do rozwiązania,Te dwa państwa mają wiele spraw do rozwiązania,Te dwa państwa mają wiele spraw do rozwiązania,Te dwa państwa mają wiele spraw do rozwiązania,Te dwa państwa mają wiele spraw do rozwiązania, Te dwa państwa mają wiele spraw do rozwiązania.,100.0,0.0,0.0,0.0,0.0,12.5
2315,Wśród państw Wspólnoty Europejskiej Irlandia posiada największy obszar nabrzeży," Among the countries of the European Union, Ireland has the largest coastal area.",Wśród państw Wspólnoty Europejskiej Irlandia posiada największy obszar nabrzeży,Wśród państw wspólnoty europejskiej Irlandia posiada największy obszar na brzeży,Wśród państw Wspólnoty Europejskiej Irlandia posiada największy obszar na brzeży,Wśród państw wspólnoty europejskiej Irlandia posiada największy obszar nabrzeży,Wśród państw Spólnoty Europejskiej Irlandia posiada największy obszar nabrzeży,Wśród państw wspólnoty europejskiej Irlandia posiada największy obszar na brzeży,Wśród państw Wspólnoty Europejskiej Irlandia posiada największy obszar na brzeży,Wśród państw wspólnoty europejskiej Irlandia posiada największy obszar nabrzeży,Wśród państw Wspólnoty Europejskiej Irlandia posiada największy obszar nabrzeży,Wśród państw Wspólnoty Europejskiej Irlandia posiada największy obszar nabrzeży,Wśród państw wspólnoty europejskiej Irlandia posiada największy obszar na brzeży,Wśród państw Wspólnoty Europejskiej Irlandia posiada największy obszar na brzeży,Wśród państw wspólnoty europejskiej Irlandia posiada największy obszar nabrzeży,Wśród państw Wspólnoty Europejskiej Irlandia posiada największy obszar nabrzeży, Wśród państw wspólnoty europejskiej Irlandia posiada największy obszar na Brzeży.,144.44444444444443,0.0,44.44444444444444,22.22222222222222,22.22222222222222,44.44444444444444
2316,nazajutrz wspaniały sargon do południa leżał na wojłokowem posłaniu co wreszcie zdarzało mu się dosyć często bo po każdej pijatyce obok niego na niskiej sofie siedział pobożny istubar z oczyma utkwionemi w sufit szepcząc modlitwy," The next morning, the great Sargon lay on the voivode's bedside, which happened quite often, because after every piatyce, next to him, on a low sofa, was a pious Istubar, with his eyes pierced into the ceiling, whispering prayers.",nazajutrz wspaniały sargon do południa leżał na wojłokowem posłaniu co wreszcie zdarzało mu się dosyć często po po każdy pijatyce obok niego na niskiej sofie siedział pobożny istubar z oczyma utkwionymi w sufit szepcząc modlitwy,wspaniały sargon do południa leżał na wojłokowem posłaniu co wreszcie zdarzało mu się dosyć często bo po każdej pijatyce obok niego na niskiej sofie siedział pobożny istubar z oczyma utkwionemi w sufit szepcząc modlitwy,nazajutrz wspaniały sargon do południa leżał na wojłokowem posłaniu co wreszcie zdarzało mu się dosyć często bo po każdej pijatyce obok niego na niskiej sofie siedział pobożny istubar z oczyma utkwionemi w sufit szepcząc modlitwy,nazajutrz wspaniały sargon do południa leżał na wojłokowem posłaniu co wreszcie zdarzało mu się dosyć często bo po każdy piatyce obok niego na niskiej sofie siedział pobożny istubar z oczyma utkwionymi w sufit szepcząc modlitwy,nazajutrz wspaniały sargon do południa leżał na wojłokowem posłaniu co wreszcie zdarzało mu się dosyć często po po każdy pijatyce obok niego na niskiej sofie siedział pobożny istubar z oczyma utkwionymi w sufit szepcząc modlitwy,wspaniały sargon do południa leżał na wojłokowem posłaniu co wreszcie zdarzało mu się dosyć często bo po każdej pijatyce obok niego na niskiej sofie siedział pobożny istubar z oczyma utkwionemi w sufit szepcząc modlitwy,nazajutrz wspaniały sargon do południa leżał na wojłokowem posłaniu co wreszcie zdarzało mu się dosyć często bo po każdej pijatyce obok niego na niskiej sofie siedział pobożny istubar z oczyma utkwionemi w sufit szepcząc modlitwy,nazajutrz wspaniały sargon do południa leżał na wojłokowem posłaniu co wreszcie zdarzało mu się dosyć często bo po każdy piatyce obok niego na niskiej sofie siedział pobożny istubar z oczyma utkwionymi w sufit szepcząc modlitwy,nazajutrz wspaniały sargon do południa leżał na wojłokowem posłaniu co wreszcie zdarzało mu się dosyć często po po każdej pijatyce obok niego na niskiej sofie siedział pobożny istubar z oczyma utkwionemi w sufit szepcząc modlitwy,nazajutrz wspaniały sargon do południa leżał na wojłokowem posłaniu co wreszcie zdarzało mu się dosyć często po po każdej pijatyce obok niego na niskiej sopie siedział pobożny istubar z oczyma utkwionymi w sufit szepcząc modlitwy,wspaniały sargon do południa leżał na wojłokowem posłaniu co wreszcie zdarzało mu się dosyć często bo po każdej pijatyce obok niego na niskiej sopie siedział pobożny istubar z oczyma utkwionemi w sufit szepcząc modlitwy,nazajutrz wspaniały sargon do południa leżał na wojłokowem posłaniu co wreszcie zdarzało mu się dosyć często bo po każdej pijatyce obok niego na niskiej sofie siedział pobożny istubar z oczyma utkwionemi w sufit szepcząc modlitwy,nazajutrz wspaniały sargon do południa leżał na wojłokowem posłaniu co wreszcie zdarzało mu się dosyć często bo po każdy piatyce obok niego na niskiej sofie siedział pobożny istubar z oczyma utkwionymi w sufit szepcząc modlitwy,nazajutrz wspaniały sargon do południa leżał na wojłokowem posłaniu co wreszcie zdarzało mu się dosyć często bo po każdej pijatyce obok niego na niskiej sofie siedział pobożny istubar z oczyma utkwionemi w sufit szepcząc modlitwy," Nazajutrz wspaniały Sargon do południa leżał na wojłokowym posłaniu, co wreszcie zdarzało mu się dosyć często, bo po każdej pijatyce. Obok niego, na niskiej sofie, siedział pobożny istubar, z oczyma utkwionymi w sufit, szepcząc modlitwy.",111.42857142857143,8.571428571428571,2.857142857142857,0.0,8.571428571428571,37.142857142857146
2317,Jestem przeciwna takiemu sposobowi uprawiania polityki, I am against this way of politics.,Jestem przeciwny takiemu sposobowi uprawiania polityki,Jestem przeciwna takiemu sposobowi uprawiania polityki,Jestem przeciwna takiemu sposobowi uprawiania polityki,Jestem przeciwny takiemu sposobowi uprawiania polityki,Jestem przeciwny takiemu sposobowi uprawiania polityki,Jestem przeciwna takiemu sposobowi uprawiania polityki,Jestem przeciwna takiemu sposobowi uprawiania polityki,Jestem przeciwny takiemu sposobowi uprawiania polityki,Jestem przeciwny takiemu sposobowi uprawiania polityki,Jestem przeciwny takiemu sposobowi uprawiania polityki,Jestem przeciwna takiemu sposobowi uprawiania polityki,Jestem przeciwna takiemu sposobowi uprawiania polityki,Jestem przeciwny takiemu sposobowi uprawiania polityki,Jestem przeciwny takiemu sposobowi uprawiania polityki, Jestem przeciwny takiemu sposobowi uprawiania polityki.,116.66666666666667,16.666666666666664,0.0,0.0,16.666666666666664,33.33333333333333
